,Framecount,Timestamp,Motion Detected,Face Detected
77,78,25/09/2023 19:28:35,0,0
78,79,25/09/2023 19:28:35,0,0
79,80,25/09/2023 19:28:35,0,0
80,81,25/09/2023 19:28:35,0,0
81,82,25/09/2023 19:28:35,0,0
82,83,25/09/2023 19:28:35,0,0
83,84,25/09/2023 19:28:35,0,0
84,85,25/09/2023 19:28:35,0,0
85,86,25/09/2023 19:28:35,0,0
86,87,25/09/2023 19:28:35,0,0
87,88,25/09/2023 19:28:35,0,0
88,89,25/09/2023 19:28:36,0,0
89,90,25/09/2023 19:28:36,0,0
90,91,25/09/2023 19:28:36,0,0
91,92,25/09/2023 19:28:36,0,0
92,93,25/09/2023 19:28:36,0,0
93,94,25/09/2023 19:28:36,0,0
94,95,25/09/2023 19:28:36,0,0
95,96,25/09/2023 19:28:36,0,0
96,97,25/09/2023 19:28:36,0,0
97,98,25/09/2023 19:28:36,0,0
98,99,25/09/2023 19:28:36,0,0
99,100,25/09/2023 19:28:36,0,0
100,101,25/09/2023 19:28:36,0,0
101,102,25/09/2023 19:28:36,0,0
102,103,25/09/2023 19:28:36,0,0
103,104,25/09/2023 19:28:37,0,0
104,105,25/09/2023 19:28:37,0,0
105,106,25/09/2023 19:28:37,0,0
106,107,25/09/2023 19:28:37,0,0
107,108,25/09/2023 19:28:37,0,0
108,109,25/09/2023 19:28:37,0,0
109,110,25/09/2023 19:28:37,0,0
110,111,25/09/2023 19:28:37,0,0
111,112,25/09/2023 19:28:37,0,0
112,113,25/09/2023 19:28:37,0,0
113,114,25/09/2023 19:28:37,0,0
114,116,25/09/2023 19:28:37,0,0
115,117,25/09/2023 19:28:37,0,0
116,118,25/09/2023 19:28:37,0,0
117,119,25/09/2023 19:28:38,0,0
118,120,25/09/2023 19:28:38,0,0
119,121,25/09/2023 19:28:38,0,0
120,122,25/09/2023 19:28:38,0,0
121,123,25/09/2023 19:28:38,0,0
122,124,25/09/2023 19:28:38,0,0
123,125,25/09/2023 19:28:38,0,0
124,126,25/09/2023 19:28:38,0,0
125,127,25/09/2023 19:28:38,0,0
126,128,25/09/2023 19:28:38,0,0
127,129,25/09/2023 19:28:38,0,0
128,130,25/09/2023 19:28:38,0,0
129,131,25/09/2023 19:28:38,0,0
130,132,25/09/2023 19:28:38,0,0
131,133,25/09/2023 19:28:38,0,0
132,134,25/09/2023 19:28:39,0,0
133,135,25/09/2023 19:28:39,0,0
134,136,25/09/2023 19:28:39,0,0
135,137,25/09/2023 19:28:39,0,0
136,138,25/09/2023 19:28:39,0,0
137,139,25/09/2023 19:28:39,0,0
138,140,25/09/2023 19:28:39,0,0
139,141,25/09/2023 19:28:39,0,0
140,142,25/09/2023 19:28:39,0,0
141,143,25/09/2023 19:28:39,0,0
142,144,25/09/2023 19:28:39,0,0
143,145,25/09/2023 19:28:39,0,0
144,146,25/09/2023 19:28:39,0,0
145,147,25/09/2023 19:28:39,0,0
146,148,25/09/2023 19:28:39,0,0
147,150,25/09/2023 19:28:40,0,0
148,151,25/09/2023 19:28:40,0,0
149,152,25/09/2023 19:28:40,0,0
150,153,25/09/2023 19:28:40,0,0
151,154,25/09/2023 19:28:40,0,0
152,155,25/09/2023 19:28:40,0,0
153,156,25/09/2023 19:28:40,0,0
154,157,25/09/2023 19:28:40,0,0
155,158,25/09/2023 19:28:40,0,0
156,159,25/09/2023 19:28:40,0,0
157,160,25/09/2023 19:28:40,0,0
